order_id,delivery_date,delay_days
168,2025-07-14,3
169,2025-03-22,3
170,2025-09-05,1
171,2025-06-25,0
172,2025-09-25,0
173,2025-09-04,2
174,2025-02-20,1
175,2025-12-05,0
176,2025-05-06,0
177,2025-12-25,0
178,2025-03-09,5
179,2025-04-27,2
180,2025-09-07,0
181,2025-02-11,0
182,2025-06-26,4
183,2025-10-29,2
184,2025-04-22,0
185,2025-06-28,0
186,2025-06-19,2
187,2025-02-26,0
188,2025-08-16,0
189,2026-01-09,4
190,2025-07-16,4
191,2025-12-16,1
192,2025-06-18,0
193,2025-12-22,3
194,2025-08-29,0
195,2025-04-13,2
196,2025-11-06,1
197,2025-02-22,3
198,2025-02-17,1
199,2025-04-03,2
200,2025-04-30,0
201,2025-12-16,0
202,2025-02-05,3
203,2025-05-19,1
204,2025-04-02,4
205,2025-11-24,0
206,2025-03-25,4
207,2025-03-24,0
208,2025-02-09,1
209,2025-09-02,4
210,2025-07-21,0
211,2025-09-04,0
212,2025-05-15,4
213,2025-08-07,2
214,2025-01-22,3
215,2025-04-01,1
216,2025-06-13,0
217,2025-02-17,5
218,2025-05-05,0
219,2025-03-04,0
220,2025-01-24,5
221,2025-09-03,0
222,2025-04-02,5
223,2025-03-09,0
224,2025-01-10,0
225,2025-09-27,2
226,2025-11-20,5
227,2025-08-25,5
228,2025-11-24,5
229,2025-10-30,0
230,2025-02-22,1
231,2025-04-27,4
232,2025-01-14,0
233,2025-04-23,4
234,2025-11-03,0
235,2025-05-16,0
236,2025-02-15,4
237,2025-05-11,0
238,2025-07-20,4
239,2025-01-25,0
240,2025-06-11,0
241,2025-02-24,0
242,2025-04-11,0
243,2025-10-31,0
244,2025-10-11,3
245,2025-11-10,0
246,2025-05-17,0
247,2025-07-03,4
248,2025-02-10,0
249,2025-12-23,5
250,2025-09-27,0
251,2025-07-08,2
252,2025-12-20,4
253,2025-04-28,2
254,2025-05-25,5
255,2025-04-15,4
256,2025-02-07,0
257,2025-03-27,2
258,2025-01-07,1
259,2025-11-16,2
260,2025-11-24,0
261,2025-02-10,5
262,2025-06-23,5
263,2025-06-27,1
264,2025-02-01,5
265,2025-07-13,3
266,2025-06-26,5
267,2025-11-25,0
268,2025-08-27,1
269,2025-02-11,0
270,2025-04-13,4
271,2025-12-02,1
272,2025-04-10,3
273,2025-04-27,0
274,2025-02-20,3
275,2025-11-08,0
276,2025-06-10,0
277,2025-05-24,5
278,2025-12-12,0
279,2025-09-24,0
280,2025-09-19,4
281,2025-10-29,0
282,2025-09-13,0
283,2025-08-25,5
284,2025-11-11,3
285,2025-05-25,2
286,2025-10-24,1
287,2025-12-19,2
288,2025-05-10,0
289,2025-10-06,2
290,2025-10-04,0
291,2025-05-03,2
292,2025-09-22,4
293,2025-11-16,3
294,2025-10-18,0
295,2025-12-12,0
296,2025-09-02,0
297,2025-04-25,0
298,2025-08-25,3
299,2025-03-05,4
300,2025-11-06,0
301,2025-03-01,0
302,2025-01-25,2
303,2025-12-05,0
304,2025-01-15,0
305,2025-03-24,0
306,2025-01-23,0
307,2025-02-21,2
308,2025-06-12,3
309,2025-07-06,5
310,2025-10-19,5
311,2025-05-10,4
312,2025-02-12,0
313,2025-06-22,0
314,2025-05-03,0
315,2025-01-07,0
316,2025-08-06,0
317,2025-10-03,0
318,2025-01-28,0
319,2025-01-21,3
320,2025-03-13,3
321,2025-02-25,2
322,2025-05-22,2
323,2025-05-27,0
324,2025-10-04,3
325,2025-08-06,3
326,2025-08-10,3
327,2025-11-15,0
328,2025-05-11,0
329,2025-09-19,0
330,2025-12-21,0
331,2025-09-20,0
332,2025-02-27,0
333,2025-09-05,0
334,2025-01-14,0
335,2025-09-07,0
336,2025-01-12,0
337,2025-04-28,0
338,2025-02-06,0
339,2025-10-21,5
340,2025-07-10,2
341,2025-07-09,0
342,2026-01-09,5
343,2025-06-24,4
344,2025-08-18,0
345,2025-03-01,0
346,2025-05-29,0
347,2025-08-21,0
348,2025-09-13,0
349,2025-11-13,0
350,2025-04-24,0
351,2025-05-18,0
352,2025-11-26,3
353,2025-03-26,0
354,2025-12-23,0
355,2025-03-27,0
356,2025-12-11,3
357,2025-03-18,0
358,2025-04-05,0
359,2025-07-20,2
360,2025-12-07,0
361,2025-12-22,0
362,2025-12-19,5
363,2025-02-06,0
364,2025-11-10,0
365,2025-07-18,0
366,2025-11-10,0
367,2025-12-01,0
368,2026-01-02,0
369,2025-09-15,5
370,2025-09-22,1
371,2025-08-02,1
372,2025-09-13,0
373,2025-03-04,0
374,2025-09-03,0
375,2025-06-09,0
376,2025-06-10,3
377,2025-04-10,2
378,2025-04-05,0
379,2025-05-14,0
380,2025-11-24,1
381,2025-10-05,0
382,2025-02-26,0
383,2025-05-04,2
384,2025-05-26,4
385,2025-02-24,5
386,2025-10-21,0
387,2025-03-17,5
388,2025-07-24,0
389,2025-03-19,0
390,2025-10-30,0
391,2025-07-08,0
392,2025-11-12,4
393,2025-07-10,0
394,2025-06-06,0
395,2025-10-15,0
396,2025-11-27,3
397,2025-05-28,1
398,2025-11-29,1
399,2025-12-05,1
400,2025-07-12,2
401,2025-10-07,1
402,2025-11-20,2
403,2025-12-27,0
404,2025-05-01,0
405,2025-11-05,0
406,2025-02-12,5
407,2025-09-12,0
408,2025-06-10,4
409,2025-03-28,2
410,2025-04-27,0
411,2025-07-18,1
412,2025-06-09,0
413,2025-10-26,5
414,2025-07-01,0
415,2025-03-24,2
416,2025-09-25,0
417,2025-11-01,0
418,2025-10-07,1
419,2025-10-19,0
420,2025-03-15,1
421,2025-11-13,0
422,2025-07-06,0
423,2025-10-17,0
424,2025-12-16,0
425,2025-05-02,0
426,2025-01-13,2
427,2025-08-10,0
428,2025-11-05,0
429,2025-03-04,0
430,2025-05-04,3
431,2025-05-07,0
432,2025-12-14,0
433,2025-10-24,3
434,2025-09-12,0
435,2025-11-13,4
436,2025-05-27,5
437,2025-11-21,3
438,2025-09-22,0
439,2025-09-27,5
440,2025-03-27,0
441,2025-08-12,0
442,2025-07-26,2
443,2025-02-12,1
444,2025-10-09,5
445,2025-08-21,0
446,2025-03-12,0
447,2025-09-29,5
448,2025-11-23,0
449,2025-05-31,0
450,2025-06-10,0
451,2025-06-13,0
452,2025-08-10,3
453,2025-10-23,1
454,2025-12-11,0
455,2025-04-04,0
456,2025-07-12,0
457,2025-07-16,0
458,2025-09-21,0
459,2025-12-24,0
460,2025-05-08,0
461,2025-01-29,0
462,2025-06-23,4
463,2025-07-10,0
464,2025-03-08,1
465,2025-11-04,0
466,2025-10-17,0
467,2025-05-16,2
468,2025-07-14,0
469,2025-08-12,5
470,2025-08-30,3
471,2025-08-21,2
472,2025-04-17,5
473,2025-06-18,0
474,2025-03-22,2
475,2025-10-22,0
476,2025-12-18,0
477,2025-06-18,0
478,2025-05-26,4
479,2025-08-04,5
480,2025-07-10,0
481,2025-04-25,0
482,2025-11-23,2
483,2025-01-15,5
484,2025-01-24,4
485,2025-04-30,2
486,2025-07-27,1
487,2025-05-06,1
488,2025-09-14,0
489,2025-06-12,2
490,2025-04-04,0
491,2025-05-04,2
492,2025-05-21,0
493,2025-08-16,3
494,2025-03-23,0
495,2025-08-26,0
496,2025-05-31,4
497,2025-06-18,5
498,2025-10-31,0
499,2025-11-14,3
500,2025-04-12,4
501,2025-05-09,0
502,2025-10-23,3
503,2025-04-19,1
504,2025-10-14,5
505,2025-10-21,0
506,2025-04-04,0
507,2025-09-21,0
508,2025-07-26,0
509,2025-10-25,5
510,2025-07-12,5
511,2025-08-06,3
512,2025-09-11,4
513,2025-09-29,0
514,2025-02-06,0
515,2025-09-21,1
516,2025-08-03,2
517,2025-03-05,3
518,2025-07-25,0
519,2025-05-19,0
520,2025-01-15,0
521,2025-09-21,0
522,2025-01-24,0
523,2025-11-23,0
524,2025-05-17,0
525,2025-02-28,4
526,2025-06-02,0
527,2025-10-14,5
528,2025-05-21,0
529,2025-03-08,0
530,2025-02-10,4
531,2025-02-12,2
532,2025-11-26,3
533,2025-01-22,0
534,2025-04-16,4
535,2025-10-01,2
536,2025-03-23,2
537,2025-12-13,0
538,2025-05-03,1
539,2025-03-19,0
540,2025-04-29,0
541,2025-07-13,5
542,2025-03-26,0
543,2025-10-28,0
544,2025-06-12,0
545,2025-10-27,1
546,2025-02-25,0
547,2025-01-06,0
548,2025-11-26,0
549,2025-05-07,0
550,2025-10-23,0
551,2025-09-04,1
552,2025-06-05,0
553,2025-03-02,2
554,2025-08-25,4
555,2025-05-01,4
556,2025-11-01,0
557,2025-07-19,0
558,2025-07-10,0
559,2025-07-23,4
560,2025-06-17,0
561,2025-08-04,0
562,2025-05-07,0
563,2025-07-17,5
564,2025-03-22,0
565,2025-07-20,2
566,2025-12-08,3
567,2025-12-09,2
568,2025-01-16,2
569,2025-07-01,2
570,2025-02-18,1
571,2025-12-19,2
572,2025-12-28,4
573,2025-11-22,5
574,2025-11-09,0
575,2025-07-12,3
576,2025-10-14,1
577,2025-12-27,0
578,2025-10-15,5
579,2025-05-28,0
580,2025-09-12,0
581,2025-09-10,2
582,2025-05-29,0
583,2025-10-03,0
584,2025-10-07,0
585,2025-04-17,0
586,2025-09-22,0
587,2025-08-25,0
588,2025-01-11,0
589,2025-09-01,0
590,2025-08-23,0
591,2025-04-09,2
592,2025-11-05,0
593,2025-10-28,4
594,2025-09-04,0
595,2026-01-01,2
596,2025-06-17,5
597,2025-03-07,5
598,2025-06-20,3
599,2025-08-20,0
600,2025-06-16,0
601,2025-08-13,0
602,2025-02-10,1
603,2025-01-26,4
604,2025-05-23,0
605,2025-03-05,4
606,2025-07-09,0
607,2025-10-24,1
608,2025-07-14,0
609,2025-09-15,0
610,2025-03-11,2
611,2025-02-11,0
612,2025-05-08,4
613,2025-02-27,3
614,2025-09-27,0
615,2025-12-27,1
616,2025-03-25,0
617,2025-06-21,1
618,2025-03-25,0
619,2025-09-09,1
620,2025-12-31,4
621,2025-10-17,4
622,2025-01-16,0
623,2025-01-12,0
624,2025-01-18,1
625,2025-01-28,3
626,2025-04-22,2
627,2025-06-25,3
628,2025-10-04,0
629,2025-10-13,2
630,2025-11-19,5
631,2025-10-11,4
632,2025-08-26,2
633,2025-04-25,1
634,2025-05-19,0
635,2025-11-26,5
636,2025-10-29,0
637,2025-07-05,5
638,2025-09-16,1
639,2026-01-03,4
640,2025-08-27,0
641,2025-12-06,3
642,2025-11-28,4
643,2025-02-04,1
644,2025-05-08,0
645,2025-09-25,0
646,2025-03-13,4
647,2025-04-15,0
648,2025-07-05,5
649,2025-04-29,1
650,2025-03-05,2
651,2025-04-02,1
652,2025-06-11,0
653,2025-09-19,0
654,2025-03-18,1
655,2025-11-21,0
656,2025-05-26,0
657,2025-04-15,2
658,2025-01-31,5
659,2025-12-20,0
660,2025-03-08,0
661,2025-12-01,0
662,2025-02-16,5
663,2025-05-24,1
664,2025-10-01,4
665,2025-09-25,2
666,2025-04-23,5
667,2025-06-10,1
668,2025-04-05,5
669,2025-12-24,4
670,2025-09-30,2
671,2025-01-09,0
672,2025-08-15,0
673,2025-09-19,4
674,2025-02-21,0
675,2025-07-23,0
676,2025-02-24,5
677,2025-01-29,0
678,2025-02-16,4
679,2025-05-18,0
680,2025-06-03,0
681,2025-02-21,3
682,2025-01-27,0
683,2025-06-04,2
684,2025-04-16,5
685,2025-01-11,1
686,2025-09-25,2
687,2025-11-12,5
688,2025-04-01,4
689,2025-08-02,0
690,2025-02-12,0
691,2025-12-21,0
692,2025-05-12,0
693,2025-05-20,2
694,2025-11-11,0
695,2025-05-27,0
696,2025-07-24,0
697,2025-11-04,2
698,2025-04-01,0
699,2025-08-26,5
700,2025-06-02,0
701,2025-04-18,0
702,2025-04-09,0
703,2025-02-10,3
704,2025-02-14,0
705,2025-05-24,0
706,2025-09-03,0
707,2025-05-21,0
708,2025-09-06,2
709,2025-10-19,0
710,2025-05-04,4
711,2025-04-25,0
712,2025-05-02,0
713,2025-09-08,4
714,2025-05-27,0
715,2025-07-31,5
716,2025-02-07,2
717,2025-11-22,0
718,2025-04-12,2
719,2025-04-29,0
720,2025-12-06,0
721,2025-08-31,0
722,2025-12-13,4
723,2025-10-25,1
724,2025-08-29,1
725,2025-06-14,4
726,2025-09-13,0
727,2025-03-30,0
728,2026-01-02,1
729,2025-12-13,0
730,2025-08-04,1
731,2025-08-07,3
732,2025-09-23,1
733,2025-09-25,1
734,2025-11-19,0
735,2025-11-26,0
736,2025-05-24,1
737,2025-08-27,0
738,2025-08-21,3
739,2025-04-04,5
740,2025-05-21,0
741,2025-05-26,3
742,2025-12-23,4
743,2025-10-12,0
744,2025-02-15,0
745,2025-11-23,0
746,2025-11-05,0
747,2025-05-07,1
748,2025-08-13,1
749,2025-08-16,0
750,2025-03-11,0
751,2025-06-29,0
752,2025-01-14,0
753,2025-06-15,4
754,2025-12-03,1
755,2025-08-20,1
756,2025-02-04,0
757,2025-12-03,5
758,2025-02-07,0
759,2025-02-04,0
760,2025-01-24,0
761,2025-12-11,3
762,2025-08-03,0
763,2025-10-27,1
764,2025-06-27,0
765,2025-05-17,0
766,2025-12-26,0
767,2025-05-23,0
768,2025-02-18,0
769,2025-05-08,1
770,2026-01-06,4
771,2025-09-20,0
772,2025-08-18,0
773,2025-06-06,2
774,2025-01-12,0
775,2025-06-27,0
776,2025-09-25,4
777,2025-12-26,0
778,2025-08-26,4
779,2025-08-26,3
780,2025-02-20,4
781,2025-01-17,1
782,2025-11-26,0
783,2025-12-29,1
784,2025-12-06,2
785,2025-11-26,0
786,2025-04-19,3
787,2025-02-06,0
788,2025-10-05,0
789,2025-03-08,3
790,2025-05-28,3
791,2025-05-06,2
792,2025-09-16,0
793,2025-06-06,2
794,2025-05-24,0
795,2025-02-22,3
796,2025-07-03,5
797,2025-11-04,0
798,2025-02-09,3
799,2025-02-09,0
800,2025-06-27,1
801,2025-03-06,5
802,2025-02-04,3
803,2025-09-30,0
804,2025-01-26,0
805,2025-03-27,0
806,2025-10-07,0
807,2025-08-17,3
808,2025-01-22,5
809,2025-12-07,0
810,2025-08-26,0
811,2025-12-17,0
812,2025-05-05,3
813,2025-02-22,0
814,2025-02-04,1
815,2025-10-27,0
816,2025-07-21,0
817,2025-04-13,0
818,2025-10-22,4
819,2025-12-10,0
820,2025-12-13,1
821,2025-10-26,0
822,2025-12-18,1
823,2025-07-12,4
824,2025-07-04,5
825,2025-06-20,2
826,2025-08-10,0
827,2025-06-16,0
828,2025-11-22,0
829,2025-11-07,2
830,2025-02-04,3
831,2025-12-19,0
832,2025-01-08,0
833,2025-12-23,4
834,2025-07-06,3
835,2025-09-19,0
836,2025-10-19,0
837,2025-10-14,0
838,2025-07-02,0
839,2025-02-12,1
840,2025-06-16,5
841,2025-06-02,2
842,2025-01-18,2
843,2025-12-22,0
844,2025-01-22,0
845,2025-01-24,0
846,2025-01-24,2
847,2025-11-16,4
848,2025-02-12,4
849,2025-10-30,0
850,2025-04-06,5
851,2025-08-05,0
852,2025-08-18,0
853,2025-03-05,0
854,2025-04-18,0
855,2025-06-15,0
856,2025-11-19,0
857,2025-06-05,0
858,2025-11-26,0
859,2025-05-18,0
860,2025-06-15,2
861,2025-05-31,2
862,2025-11-05,1
863,2025-02-08,0
864,2025-04-08,3
865,2025-07-02,1
866,2025-09-26,0
867,2025-03-23,3
868,2025-12-23,0
869,2025-11-03,0
870,2025-01-25,0
871,2025-03-08,0
872,2025-04-07,4
873,2025-09-28,0
874,2025-06-15,0
875,2025-03-08,3
876,2025-11-14,0
877,2025-11-14,0
878,2025-05-27,0
879,2025-06-25,2
880,2025-01-30,4
881,2025-07-01,0
882,2025-12-12,3
883,2025-06-19,2
884,2025-09-26,1
885,2025-03-07,0
886,2025-05-01,5
887,2025-05-06,0
888,2025-12-25,5
889,2025-07-31,3
890,2025-06-28,2
891,2025-06-09,3
892,2025-12-27,5
893,2025-06-26,0
894,2025-05-13,5
895,2025-02-27,2
896,2025-08-28,0
897,2025-02-24,0
898,2025-10-23,0
899,2025-04-10,2
900,2025-02-07,0
901,2025-08-10,0
902,2025-11-05,3
903,2025-06-24,4
904,2025-10-06,5
905,2025-06-06,0
906,2025-11-03,0
907,2025-02-28,3
908,2025-12-27,0
909,2025-04-29,0
910,2025-03-06,0
911,2025-09-12,5
912,2025-02-06,0
913,2025-12-15,2
914,2025-09-01,0
915,2025-03-09,0
916,2025-04-19,0
917,2025-11-27,0
918,2025-03-04,0
919,2025-12-20,3
920,2025-04-12,0
921,2025-08-06,1
922,2026-01-02,1
923,2025-07-31,4
924,2025-08-09,0
925,2025-11-11,0
926,2025-12-25,4
927,2025-04-20,1
928,2025-04-05,1
929,2025-06-15,3
930,2025-04-17,2
931,2025-01-06,0
932,2025-06-28,5
933,2025-03-27,3
934,2025-08-16,2
935,2025-09-12,1
936,2025-03-08,1
937,2025-12-22,5
938,2025-05-26,0
939,2025-09-20,0
940,2025-12-26,0
941,2025-05-22,1
942,2025-11-24,0
943,2025-11-27,1
944,2025-01-23,0
945,2025-04-13,3
946,2025-01-14,1
947,2025-07-04,0
948,2025-11-01,3
949,2025-05-11,0
950,2025-01-30,2
951,2025-12-04,0
952,2025-10-01,1
953,2025-05-08,0
954,2025-07-23,3
955,2025-03-12,2
956,2025-06-14,5
957,2025-12-27,4
958,2025-09-04,0
959,2025-02-24,4
960,2025-10-12,0
961,2025-01-09,0
962,2025-04-07,0
963,2025-04-10,0
964,2025-11-05,0
965,2025-11-28,5
966,2025-12-15,0
967,2025-10-30,0
968,2025-01-30,2
969,2025-11-12,1
970,2025-08-15,0
971,2025-10-07,0
972,2025-07-28,0
973,2025-06-08,2
974,2025-06-10,0
975,2025-12-01,2
976,2025-09-29,5
977,2025-03-25,5
978,2025-10-31,2
979,2025-02-07,0
980,2025-10-15,5
981,2025-08-23,5
982,2025-06-24,0
983,2025-08-26,0
984,2025-12-02,3
985,2025-11-12,5
986,2025-08-06,0
987,2025-04-15,3
988,2025-11-13,0
989,2025-01-10,0
990,2025-10-25,0
991,2025-05-14,0
992,2025-05-31,0
993,2025-05-14,0
994,2025-07-10,0
995,2025-09-27,4
996,2025-05-10,2
997,2025-09-19,0
998,2025-01-23,3
999,2025-01-24,0
1000,2025-01-13,3
1001,2025-05-09,0
1002,2025-06-01,0
1003,2025-08-04,5
1004,2025-03-28,0
1005,2025-03-29,0
1006,2025-11-28,0
1007,2026-01-07,4
1008,2025-04-25,0
1009,2025-09-10,0
1010,2025-01-30,4
1011,2025-03-09,1
1012,2025-09-02,0
1013,2026-01-04,1
1014,2025-08-07,0
1015,2025-08-25,0
1016,2025-03-29,0
1017,2025-06-30,3
1018,2025-11-01,4
1019,2025-10-19,0
1020,2025-02-16,4
1021,2025-05-14,4
1022,2025-06-23,3
1023,2025-10-01,0
1024,2025-07-20,3
1025,2025-01-21,0
1026,2025-12-10,0
1027,2025-12-12,0
1028,2025-11-07,1
1029,2025-09-09,0
1030,2025-08-27,3
1031,2025-12-29,0
1032,2025-08-05,1
1033,2025-03-07,5
1034,2025-07-05,0
1035,2025-08-07,2
1036,2025-09-25,4
1037,2025-07-18,0
1038,2025-11-02,0
1039,2025-10-11,1
1040,2025-08-01,0
1041,2025-03-19,0
1042,2025-04-06,0
1043,2025-11-27,0
1044,2025-09-16,4
1045,2025-10-09,1
1046,2025-08-30,1
1047,2025-06-17,3
1048,2025-03-22,2
1049,2025-12-11,4
1050,2025-12-10,5
1051,2025-11-09,1
1052,2025-10-23,4
1053,2025-01-29,0
1054,2025-05-19,0
1055,2025-05-09,0
1056,2025-11-06,3
1057,2025-06-23,2
1058,2025-01-22,0
1059,2025-02-19,5
1060,2025-06-26,0
1061,2025-05-06,0
1062,2025-07-08,0
1063,2025-11-29,1
1064,2025-11-15,0
1065,2025-06-21,5
1066,2025-06-19,0
1067,2025-12-14,0
1068,2026-01-09,4
1069,2025-01-19,0
1070,2025-04-14,0
1071,2025-01-11,0
1072,2025-03-06,4
1073,2025-11-25,2
1074,2025-02-10,2
1075,2025-09-05,0
1076,2025-08-23,4
1077,2025-12-01,4
1078,2025-07-26,0
1079,2025-05-24,0
1080,2025-05-24,2
1081,2025-06-18,0
1082,2025-07-29,0
1083,2025-05-30,0
1084,2025-04-04,0
1085,2025-09-17,3
1086,2025-09-07,0
1087,2025-03-11,0
1088,2026-01-09,5
1089,2025-09-20,0
1090,2025-05-07,0
1091,2025-01-12,0
1092,2025-02-01,1
1093,2025-07-05,0
1094,2025-11-20,1
1095,2025-08-08,2
1096,2025-03-09,0
1097,2025-04-28,0
1098,2025-09-24,2
1099,2025-12-11,0
1100,2025-12-22,2
1101,2025-12-22,1
1102,2025-09-16,5
1103,2025-03-23,3
1104,2025-11-27,2
1105,2025-08-17,0
1106,2026-01-05,1
1107,2025-02-18,0
1108,2025-10-14,0
1109,2025-05-30,0
1110,2025-09-05,0
1111,2025-11-29,5
1112,2025-02-14,4
1113,2025-06-14,3
1114,2025-05-12,0
1115,2025-05-27,2
1116,2025-06-28,3
1117,2025-08-16,3
1118,2025-10-01,0
1119,2025-05-05,0
1120,2025-02-04,3
1121,2025-09-20,0
1122,2025-12-19,0
1123,2025-06-15,1
1124,2025-12-10,0
1125,2025-09-30,0
1126,2025-09-29,4
1127,2025-08-02,0
1128,2025-05-04,0
1129,2025-01-07,0
1130,2025-09-30,2
1131,2025-06-27,1
1132,2025-02-17,1
1133,2025-09-09,1
1134,2025-12-22,5
1135,2025-10-31,0
1136,2025-05-21,0
1137,2025-11-23,4
1138,2025-12-25,0
1139,2025-09-17,5
1140,2025-03-26,0
1141,2025-05-26,2
1142,2025-12-05,5
1143,2025-07-30,1
1144,2025-05-23,1
1145,2025-02-05,0
1146,2025-06-25,3
1147,2025-01-27,0
1148,2025-03-24,0
1149,2025-11-02,4
1150,2025-06-15,0
1151,2025-12-16,2
1152,2025-08-16,0
1153,2025-07-04,0
1154,2025-07-07,0
1155,2025-09-23,1
1156,2025-01-20,3
1157,2025-12-15,1
1158,2025-02-05,4
1159,2025-01-12,4
1160,2025-04-11,0
1161,2025-11-12,0
1162,2025-01-17,0
1163,2025-03-26,0
1164,2025-02-18,1
1165,2025-06-07,4
1166,2025-06-27,4
1167,2025-03-27,3
1168,2025-10-26,0
1169,2025-12-09,0
1170,2025-05-10,0
1171,2025-08-18,1
1172,2025-09-21,0
1173,2025-08-01,2
1174,2025-05-15,0
1175,2025-05-18,0
1176,2025-10-24,0
1177,2025-01-21,0
1178,2025-01-06,0
1179,2025-07-16,0
1180,2025-06-11,4
1181,2025-01-22,2
1182,2025-09-30,0
1183,2025-03-27,0
1184,2025-10-05,3
1185,2025-05-10,0
1186,2025-09-11,0
1187,2025-05-18,0
1188,2025-11-10,3
1189,2025-01-09,2
1190,2025-03-09,0
1191,2025-10-02,0
1192,2025-11-17,0
1193,2025-07-23,4
1194,2025-05-27,0
1195,2025-06-12,0
1196,2025-03-11,0
1197,2025-01-22,1
1198,2025-10-08,2
1199,2025-03-12,1
1200,2025-05-18,0
1201,2025-06-24,2
1202,2025-08-07,0
1203,2025-08-21,0
1204,2025-09-27,5
1205,2025-07-14,0
1206,2025-08-30,5
1207,2025-12-30,2
1208,2025-01-13,2
1209,2025-12-05,2
1210,2025-03-14,0
1211,2025-02-01,0
1212,2025-12-14,5
1213,2025-05-23,1
1214,2025-10-21,0
1215,2025-12-31,2
1216,2025-05-04,0
1217,2025-11-08,0
1218,2025-03-24,0
1219,2025-01-22,4
1220,2025-05-02,5
1221,2025-02-05,1
1222,2025-02-26,0
1223,2025-03-12,3
1224,2025-09-28,0
1225,2025-11-09,0
1226,2025-04-29,0
1227,2025-07-07,4
1228,2025-05-06,0
1229,2025-04-04,0
1230,2025-01-20,3
1231,2025-11-21,2
1232,2025-06-06,0
1233,2025-11-09,0
1234,2025-12-04,2
1235,2025-09-22,4
1236,2025-11-16,0
1237,2025-05-28,1
1238,2025-12-12,1
1239,2025-11-20,1
1240,2025-10-23,5
1241,2025-03-18,0
1242,2025-09-14,0
1243,2025-01-13,0
1244,2025-10-09,0
1245,2025-03-06,4
1246,2025-07-21,0
1247,2025-06-05,0
